ID,Nom,Categorie,Unite de matrice,"energie, calories (kcal)","Lipides, totaux (g)","Acides gras, satures (g)","Acides gras, mono-insatures (g)","Acides gras, poly-insatures (g)",Cholesterol (mg),"Glucides, disponibles (g)",Sucres (g),Amidon (g),Fibres alimentaires (g),Proteines (g),Sel (NaCl) (g),Alcool (g),Eau (g),"Activite de vitamine A, RE (µg-RE)","Activite de vitamine A, RAE (µg-RE)",Retinol (µg),Activite de betacarotene (µg-BCE),Betacarotene (µg),Vitamine B1 (thiamine) (mg),Vitamine B2 (riboflavine) (mg),Vitamine B6 (pyridoxine) (mg),Vitamine B12 (cobalamine) (µg),Niacine (mg),Folate (µg),Acide pantothenique (mg),Vitamine C (acide ascorbique) (mg),Vitamine D (calciferol) (µg),Activite de vitamine E (mg-ATE),Potassium (K) (mg),Sodium (Na) (mg),Chlore (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphore (P) (mg),Fer (Fe) (mg),Iode (I) (µg),Zinc (Zn)  (mg),Selenium (Se) (µg)
867,Biscuit a l'anis,Sucreries/Biscuits,par 100 g de portion comestible,366,"2,9","0,7","1,1","0,7",69,"75,3","40,5","34,4",2,"8,6","0,2",0,"11,6",21,21,21,0,0,"0,08","0,06","0,04","0,25","0,37",9,"0,47",0,"0,4","0,34",160,63,110,32,14,82,"1,8","8,2","0,6","5,3"
903,Biscuits aux noisettes,Sucreries/Biscuits,par 100 g de portion comestible,473,"27,7",8,16,"2,3",32,"47,4","23,3",24,"3,5","6,7","0,1",0,"13,5",100,94,89,64,64,"0,09","0,07","0,11",tr.,"0,57",11,"0,3","0,6",0,"7,27",220,52,30,80,49,160,"1,6",2,"0,9",n.i.
604,"Blanc battu aux fruits, edulcore",Lait et produits laitiers/Fromage frais et sere,par 100 g de portion comestible,68,"0,2","0,1",0,0,0,"8,4","5,3","2,6","0,3",8,"0,1",0,83,4,3,2,12,12,"0,03","0,34","0,04","0,39","0,28","15,1","0,37","1,3",0,"0,16",180,48,110,130,13,140,"0,1",19,"0,5",n.i.
13395,"Blanc battu, nature, maigre",Lait et produits laitiers/Fromage frais et sere,par 100 g de portion comestible,47,0,0,0,0,1,"3,9","3,9",0,0,"7,8","0,1",0,"86,5",5,4,4,3,3,"0,04","0,32","0,06","0,36","0,2",24,"0,35",0,"0,1",0,140,44,89,130,12,120,"0,2",10,"0,5",n.i.
411,"Blanc d'oeuf, cru",Œufs,par 100 g de portion comestible,44,"0,1",tr.,tr.,tr.,0,"0,3","0,3",0,0,"10,5","0,5",0,"87,5",0,0,0,0,0,tr.,"0,44","0,01","0,1","0,1",12,"0,2",0,0,0,150,190,160,"5,1",11,12,0,"7,5",0,8
734,"Ble tendre, grains entiers","Produits cerealiers, legumineuses et pommes de terre/Autres produits cerealiers",par 100 g de portion comestible,327,"1,8","0,3","0,2","0,8",0,"59,6","0,7","58,2","13,3","11,4",0,0,"12,6",3,2,0,20,20,"0,46","0,09","0,27",0,"5,1",87,"1,2",0,0,"1,4",380,"7,7",55,33,97,340,"3,2","6,7","2,6",n.i.
939,"Ble, flocons complets","Pains, flocons et cereales pour le petit-dejeuner/Flocons, son et germes",par 100 g de portion comestible,335,"1,8","0,3","0,2","0,8",0,"59,6","0,7","58,5","13,3","13,5",0,0,"12,1",3,2,0,20,20,"0,46","0,09","0,27",0,"5,1",87,"1,18",0,0,1,380,8,55,33,97,340,"3,2","6,7","2,6",n.i.
13291,"Boeuf, bouilli entremele, cuit (sans adjonction de graisse ni de sel)",Viande et abats/Bœuf,par 100 g de portion comestible,276,"18,9","7,9","8,7","1,2",80,0,0,n.i.,0,"26,6","0,1",0,"54,5",8,7,6,11,11,"0,02","0,16","0,32","1,27","5,3","5,9","0,67",0,"0,5","0,3",230,41,82,5,16,160,"1,8","4,5","5,3",n.i.
13292,"Boeuf, bouilli maigre, cuit (sans adjonction de graisse ni de sel)",Viande et abats/Bœuf,par 100 g de portion comestible,190,"7,1","3,3","2,8","0,6",98,0,0,n.i.,0,"31,7","0,1",0,"61,2",9,7,6,13,13,"0,02","0,15","0,39","1,4",n.i.,"6,5","0,62",0,"0,6","0,33",280,48,90,"5,9",19,200,"2,8",5,"7,6",n.i.
35,"Boeuf, bouilli, entremele, cru",Viande et abats/Bœuf,par 100 g de portion comestible,227,"16,6",7,"7,6",1,53,0,0,n.i.,0,"19,5","0,2",0,"61,7",7,6,5,10,10,"0,04","0,13","0,53","1,4",7,6,"0,74",0,"0,5","0,26",300,60,54,"4,1",18,160,"1,2",3,"3,5",n.i.
36,"Boeuf, bouilli, maigre, cru",Viande et abats/Bœuf,par 100 g de portion comestible,132,"5,5","2,5","2,2","0,5",59,0,0,n.i.,0,"20,7","0,1",0,"71,2",7,6,5,10,10,"0,04","0,13","0,55","1,4",n.i.,6,"0,74",0,"0,5","0,26",320,57,54,"4,4",18,180,"1,7",3,"4,9",n.i.
640,"Boeuf, coin, tranche, cru",Viande et abats/Bœuf,par 100 g de portion comestible,111,"2,3","1,1","0,9","0,1",55,0,0,0,0,"22,6","0,1",0,74,7,6,5,10,10,"0,09","0,17",tr.,"2,2","4,5","9,9","0,59",tr.,tr.,tr.,360,50,170,"3,8",23,200,"2,2",3,"3,9","6,1"
648,"Boeuf, cou, ragout (goulache), cru",Viande et abats/Bœuf,par 100 g de portion comestible,150,"8,1",4,"3,3","0,3",60,0,0,0,0,"19,3","0,1",0,"71,7",7,6,5,10,10,"0,09","0,19","0,18","4,8","5,2",3,"0,57",0,tr.,"0,46",300,45,54,"6,8",18,160,"2,1","0,2","5,7",n.i.
37,"Boeuf, emince, cru",Viande et abats/Bœuf,par 100 g de portion comestible,102,"1,5","0,6","0,6","0,3",56,0,0,n.i.,0,"22,2","0,1",0,74,7,6,<5,10,10,"0,08","0,13","0,26","1,18","5,03",6,"0,74",0,"0,5","0,26",360,44,50,"4,2",20,190,"1,4",3,"3,5","7,6"
32,"Boeuf, entrecote parisienne, crue",Viande et abats/Bœuf,par 100 g de portion comestible,165,9,4,"3,3","0,7",58,0,0,n.i.,0,"21,1","0,1",0,"68,6",7,6,5,10,10,"0,04","0,13","0,41","1,4",n.i.,6,"0,72",0,"0,5","0,26",330,45,54,"4,4",18,170,"1,5",3,5,11
30,"Boeuf, entrecote, crue",Viande et abats/Bœuf,par 100 g de portion comestible,133,"4,5","2,2","2,2","0,4",46,0,0,0,0,"23,2","0,1",0,71,7,6,<5,10,10,"0,05","0,1","0,73","1,4",5,6,"0,69",0,"0,5","0,9",360,42,54,"4,9",20,180,"1,3",3,"3,4",9
13258,"Boeuf, entrecote, grillee a point"" (sans adjonction de graisse ni sel)""",Viande et abats/Bœuf,par 100 g de portion comestible,162,"4,6","2,2","2,3","0,4",63,0,0,0,0,"30,2","0,1",0,"65,2",5,4,4,8,8,"0,03","0,12","0,45","1,34","5,48",7,"0,76",0,"0,4","0,68",290,49,74,6,23,210,"1,7","4,1","4,7",12
638,"Boeuf, epaule, roti, cru",Viande et abats/Bœuf,par 100 g de portion comestible,117,"3,5","1,2","1,4","0,3",61,0,0,0,0,"21,6","0,1",0,"73,8",7,6,5,10,10,"0,09","0,19","0,19",5,"5,1",3,"0,6",0,tr.,"0,31",300,50,55,4,19,210,"1,8","0,1","5,8",n.i.
1075,"Boeuf, epaule, rotie au four a point"" (sans adjonction de graisse ni de sel)""",Viande et abats/Bœuf,par 100 g de portion comestible,146,"3,6","1,3","1,5","0,3",85,0,0,0,0,"28,5","0,1",0,"67,9",6,5,5,9,9,"0,07","0,23","0,14","5,21","5,67","3,5","0,67",0,0,"0,24",300,59,76,5,22,260,"2,4","0,1","8,1",n.i.
1076,"Boeuf, epaule, rotie au four bien cuit"" (sans adjonction de graisse ni de sel)""",Viande et abats/Bœuf,par 100 g de portion comestible,170,"4,2","1,5","1,7","0,3",98,0,0,0,0,"33,1","0,2",0,"62,7",7,6,5,10,10,"0,08","0,27","0,16","6,05","6,58","4,1","0,77",0,0,"0,28",350,69,89,"5,8",26,300,"2,8","0,2","9,4",n.i.
1074,"Boeuf, epaule, rotie au four, saignant (sans adjonction de graisse ni de sel)",Viande et abats/Bœuf,par 100 g de portion comestible,135,"3,3","1,2","1,4","0,3",78,0,0,0,0,"26,3","0,1",0,"70,4",6,5,4,8,8,"0,07","0,21","0,13","4,81","5,23","3,3","0,62",0,0,"0,22",280,54,71,"4,6",21,240,"2,2","0,1","7,4",n.i.
639,"Boeuf, filet, cru",Viande et abats/Bœuf,par 100 g de portion comestible,105,2,"0,9","0,9","0,1",35,0,0,0,0,"21,9","0,1",0,"75,1",7,6,5,10,10,"0,1","0,13","0,19",2,"4,6",10,1,0,tr.,"0,24",340,42,55,3,22,160,"2,3","0,1","4,4",n.i.
13262,"Boeuf, filet, grille a point"" (sans adjonction de graisse ni sel)""",Viande et abats/Bœuf,par 100 g de portion comestible,128,2,"0,9","0,9","0,1",47,0,0,0,0,"27,7","0,1",0,"70,4",6,5,4,9,9,"0,08","0,15","0,13",2,"4,91","11,3","1,07",0,0,"0,18",330,48,73,"3,6",25,190,"2,9","0,1","5,9",n.i.
657,"Boeuf, foie, cru",Viande et abats/Bœuf,par 100 g de portion comestible,138,"3,9","1,4","0,6","0,8",354,"5,3",0,0,0,"20,5","0,3",0,"69,1",4259,4179,4100,951,n.i.,"0,28","2,88","0,83",65,"14,7",220,"7,3",23,"1,7","0,75",290,120,90,7,17,360,7,13,"4,8",n.i.
6,"Boeuf, hache, cru",Viande et abats/Bœuf,par 100 g de portion comestible,154,"7,5","3,2","3,4","0,5",56,0,0,0,0,"21,6","0,2",0,"69,7",8,7,6,10,10,"0,06","0,12","0,45","1,41","3,86",10,"0,31",0,"0,5","0,26",310,61,50,5,17,160,2,3,"4,4",n.i.
13297,"Boeuf, hâche, grille (sans adjonction de graisse ni de sel)",Viande et abats/Bœuf,par 100 g de portion comestible,211,"8,9","3,8",4,"0,6",89,0,0,0,0,"32,6","0,2",0,"58,5",7,6,6,9,9,"0,05","0,16","0,32","1,57","4,9","13,5","0,39",0,"0,4","0,23",290,82,79,"7,1",23,220,3,"4,8",7,n.i.
656,"Boeuf, langue, crue",Viande et abats/Bœuf,par 100 g de portion comestible,196,13,"4,7",6,"1,1",108,"3,7",0,0,0,16,"0,2",0,"66,4",16,14,12,24,24,"0,13","0,29","0,13",5,"4,6",7,2,3,tr.,"0,26",260,80,13,10,18,160,3,"2,3","2,9",n.i.
34,"Boeuf, piece ronde, tranche, crue",Viande et abats/Bœuf,par 100 g de portion comestible,106,"1,8","0,8","0,8","0,3",52,0,0,n.i.,0,"22,4","0,1",0,"73,8",7,6,5,10,10,"0,02","0,12","0,63","1,4",n.i.,6,"0,72",0,"0,5","0,9",380,39,54,"5,1",20,190,1,3,"2,8",8
719,"Boeuf, poitrine, crue",Viande et abats/Bœuf,par 100 g de portion comestible,188,"12,5","5,4","5,9","0,5",60,0,0,0,0,"18,9","0,1",0,"67,7",7,6,5,10,10,"0,09","0,18","0,17","4,6","4,7",3,"0,53",0,tr.,"0,43",270,48,53,4,18,190,"2,2","0,3","4,8",n.i.
1072,"Boeuf, poitrine, cuite (sans adjonction de graisse ni de sel)",Viande et abats/Bœuf,par 100 g de portion comestible,254,"15,6","6,7","7,4","0,6",100,0,0,0,0,"28,3","0,1",0,56,8,7,6,13,13,"0,06","0,24","0,11","4,6","3,91","3,3","0,53",0,0,"0,53",230,36,88,"5,3",18,210,"3,6","0,5",8,n.i.
38,"Boeuf, ragout, cru",Viande et abats/Bœuf,par 100 g de portion comestible,97,"1,3","0,6","0,6","0,3",54,0,0,n.i.,0,"21,2","0,1",0,"74,2",7,6,5,10,10,"0,01","0,12","0,42","1,4",n.i.,6,"0,74",0,"0,5","0,26",350,49,50,"3,9",18,180,"1,2",3,"3,7",6
14050,"Boisson au  malt et cacao, enrichie en vitamines et mineraux, preparee (avec du lait)",Lait et produits laitiers/Boissons lactees et yogourts a boire;Boissons sans alcool/Boissons a base d'extrait de malt,par 100 g de portion comestible,84,"3,4","2,1","0,8","0,2",12,"9,6",8,0,"0,3","3,6","0,1",0,"82,8",82,81,80,15,15,"0,08","0,27","0,1","0,33","0,99","20,9","0,65","4,1","0,3","0,76",190,50,93,140,23,120,"0,8","9,1","0,4",n.i.
13434,"Boisson au malt et cacao, enrichie en vitamines et mineraux, poudre (Moyenne de produits du commerce)",Boissons sans alcool/Boissons a base d'extrait de malt,par 100 g de portion comestible,382,"3,6","2,4","1,1","0,1",4,"76,2","52,1",0,"4,4","8,9","0,5",0,"5,2",637,637,637,1,1,"0,88","1,11","1,11","1,99","12,74",238,"4,78","47,7",4,"9,55",660,200,59,440,190,470,12,"2,8","1,5",n.i.
13450,"Boisson de riz, nature",Lait et produits laitiers/Substituts du lait,par 100 ml,52,"1,1","0,1","0,3","0,6",0,"9,9","6,6","0,4","0,4","0,4","0,1",0,"87,6",1,0,0,5,5,"0,02","0,01","0,01",0,"0,18",5,"0,15","0,5","0,3","0,48",16,22,51,5,"3,3",10,0,20,"0,1",20
72,"Boisson de soja, nature",Lait et produits laitiers/Substituts du lait,par 100 ml,40,"2,2","0,3","0,4","1,1",0,"0,8","0,8",0,"0,6","3,9","0,1",0,"100,4",0,0,0,2,2,"0,09","0,01","0,05",0,"0,19","28,2","0,1",0,0,"0,23",120,26,"7,6",13,17,54,"0,4","2,2","0,3",n.i.
1040,"Bolet, a l'etuvee (sans adjonction de graisse ni de sel)",Legumes/Champignons,par 100 g de portion comestible,46,"0,5","0,1",0,"0,2",0,"0,6","0,1",0,"7,3","6,1",0,0,"87,3",1,1,0,7,7,"0,03","0,37","0,03",0,"4,78","18,3","2,7","2,2","3,8","0,19",320,"6,4",35,5,12,98,1,"4,2","1,6",n.i.
455,"Bolet, cru",Legumes/Champignons,par 100 g de portion comestible,39,"0,4","0,1",0,"0,2",0,"0,5","0,1",0,6,"5,4",0,0,"88,6",1,1,0,6,6,"0,03","0,37","0,03",0,"4,9",25,"2,7","2,5","3,1","0,16",340,6,30,"4,2",12,85,1,"3,6","1,5",n.i.
952,Bonbon dur,"Sucreries/Bonbons, bonbons gelifies aux fruits et chewing-gums",par 100 g de portion comestible,385,"0,3","0,2","0,1",0,0,95,95,0,0,"0,5","0,1",0,"4,1",0,0,0,0,0,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,9,25,73,4,3,12,"0,1",tr.,0,n.i.
951,Bonbon gelifie a l'arome de fruit,"Sucreries/Bonbons, bonbons gelifies aux fruits et chewing-gums",par 100 g de portion comestible,341,0,0,0,0,0,"78,6","74,7","3,9",0,"6,6","0,2",0,"12,1",0,0,0,0,0,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,12,62,160,9,2,4,"0,2",tr.,"1,4",n.i.
1272,Bonhomme de pâte,Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,329,"11,1","6,4","2,6","0,9",41,"46,9","2,8","43,7","2,2","9,2","1,4",0,"31,2",97,93,90,40,40,"0,11","0,13","0,06","0,1","0,73","23,2","0,37","0,2","0,2","0,34",180,570,900,49,14,91,"0,5","5,4","0,6","2,6"
778,Boudin,Produits carnes et charcuterie/Produits de charcuterie cuits,par 100 g de portion comestible,149,"10,8","4,5","4,6",1,32,"2,6","2,5",0,"0,1","10,2",2,0,"76,2",35,34,33,9,9,"0,05","0,12","0,19","1,09","0,39","4,4","0,39","0,6",0,"0,13",140,790,1230,61,13,64,30,"6,9","1,6",n.i.
776,Boudin blanc,Produits carnes et charcuterie/Produits de charcuterie cuits,par 100 g de portion comestible,253,"19,1","7,2","8,7","2,2",111,"0,5","0,3","0,2","0,1","19,8","2,2",0,"60,5",1526,1526,1525,3,3,"0,23","0,64","0,24","5,14","4,15","18,9","1,21","4,1",0,"0,52",170,860,1280,5,16,130,"3,6","4,3",2,n.i.
664,"Bouillon de legumes, prepare",Plats/Potages et soupes,par 100 g de portion comestible,6,"0,4","0,1","0,2","0,1",0,"0,4","0,1","0,2",tr.,"0,3","0,9",0,"97,5",0,0,0,2,2,"0,11","0,01",0,0,"0,1",1,"0,03",0,0,0,8,360,280,1,4,3,"0,1","3,6",0,n.i.
665,"Bouillon de poule, prepare",Plats/Potages et soupes,par 100 g de portion comestible,5,"0,3","0,1","0,1","0,1",5,"0,3","0,1","0,1",tr.,"0,3",1,0,"98,1",0,0,0,0,0,tr.,"0,01","0,01","0,4","1,2",23,"0,18",0,0,0,10,400,290,6,11,5,tr.,"2,8",tr.,n.i.
668,"Bouillon de viande, prepare",Plats/Potages et soupes,par 100 g de portion comestible,5,"0,3","0,2","0,1",0,0,"0,2",0,"0,1",tr.,"0,3","1,1",0,98,0,0,0,0,0,tr.,"0,01","0,01",1,"0,83",23,"0,14",0,0,0,54,420,330,1,10,13,"0,2",3,0,n.i.
791,Boule de Bâle,Produits carnes et charcuterie/Produits de charcuterie bouillis,par 100 g de portion comestible,244,23,"8,5","10,8","2,3",46,"0,2","0,2",0,0,"9,2","2,1",0,"67,6",4,4,4,2,2,"0,1","0,1","0,06","0,8","1,78","1,4","0,19","52,2",0,"0,31",81,850,1280,"5,5","7,3",140,"0,9","0,6","1,4",n.i.
851,Boule de Berlin,Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,336,"12,8","6,8",4,"0,9",104,"45,8","17,1","28,5","2,2","8,4","0,6",0,"32,2",130,126,122,50,50,"0,05","0,1","0,1",tr.,"0,48",14,"0,38","0,2",1,"0,78",110,250,400,38,16,100,"1,3","4,1","0,9",n.i.
705,Bresaola,Produits carnes et charcuterie/Produits de charcuterie crus,par 100 g de portion comestible,167,"3,9","1,6","1,9","0,2",65,"0,4",tr.,tr.,0,"32,4","6,8",0,"58,2",0,0,tr.,0,tr.,"0,12","0,6","0,53",tr.,tr.,19,tr.,0,"0,5","0,12",320,2730,tr.,35,tr.,140,"7,1",tr.,"4,1",n.i.
947,"Bretzel, sticks sales, secs",Snacks sales/Sticks sales et bretzels,par 100 g de portion comestible,361,"4,1",1,"1,6","1,2",0,"72,1","0,4","71,4","0,7","8,6","4,3",0,"14,5",17,16,15,8,8,"0,01","0,04",0,0,"0,67",0,0,0,"0,1","1,12",120,1710,2490,140,0,120,"0,7",0,"0,5",n.i.
616,"Brie, a la creme",Lait et produits laitiers/Fromage a pâte molle,par 100 g de portion comestible,342,30,18,7,"1,4",90,0,0,0,0,"17,7","1,4",0,"48,5",305,293,280,150,150,"0,02","0,34","0,13","1,31","1,1","61,1","0,38",tr.,"0,7","0,78",120,560,tr.,500,20,340,"0,2",20,"2,3",n.i.
613,"Brie, gras",Lait et produits laitiers/Fromage a pâte molle,par 100 g de portion comestible,298,"23,5","14,1","5,5","1,1",71,0,0,0,0,"21,4","1,3",0,"51,4",266,255,244,130,130,"0,02","0,25","0,14","1,8","1,2",65,"0,69",tr.,"0,5","0,61",84,510,980,420,19,300,"0,1","8,3","2,5",n.i.
416,"Brochet, cru",Poisson/Poissons d'eau douce,par 100 g de portion comestible,81,"0,9","0,2","0,2","0,2",63,0,0,0,0,"18,4","0,2",0,"79,6",6,6,6,0,0,"0,09","0,06","0,15",2,"1,6",6,"0,24","3,8",2,"0,91",320,75,tr.,32,28,230,"0,5",8,"0,8",24
1005,"Brocoli, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,28,"0,4","0,1","0,1","0,2",0,"2,2","2,1","0,1","2,7","2,7",0,0,92,79,40,0,476,476,"0,07","0,11","0,18",0,"0,77","33,5","0,68","78,2",0,"0,96",300,11,71,85,22,61,"1,1",14,"0,4",n.i.
351,"Brocoli, cru",Legumes/Legumes frais,par 100 g de portion comestible,31,"0,4","0,1","0,1","0,2",0,"2,4","2,3","0,1",3,3,0,0,"90,7",92,46,0,550,550,"0,09","0,13","0,21",0,1,"58,1","0,83","108,5",0,1,370,13,78,93,25,67,"1,4",15,"0,5",n.i.
864,Brun de Bâle,Sucreries/Biscuits,par 100 g de portion comestible,515,"29,9","5,7","16,4","5,4",0,"43,3","39,4","3,3","6,8","14,8","0,1",0,"7,6",1,0,0,5,5,"0,09","0,51","0,08","0,01","1,05","28,4","0,31","0,2",0,"12,32",550,56,100,140,140,270,"3,1","1,5",2,n.i.
13461,Burger au poisson,Plats/Fast Food,par 100 g de portion comestible,262,"11,5","4,9","2,9",3,26,"26,7","3,9","21,8","1,5","12,2","1,1",0,"46,1",10,9,8,10,10,"0,05","0,01","0,07","0,83","0,63","23,3","0,33","0,5","0,8","2,83",210,440,650,55,22,140,"0,5",12,"0,6",20
13460,Burger au poulet,Plats/Fast Food,par 100 g de portion comestible,247,11,"1,9","5,8","2,7",28,"23,8","2,9","18,4","1,2","12,7","1,2",0,49,23,21,20,15,15,"0,1","0,05","0,16","0,3","3,67","33,4","0,79","0,5","0,3","2,1",220,460,750,66,22,170,"0,6","1,5","0,7",20
843,Burli de St. Gall (farine mi-blanche),"Pains, flocons et cereales pour le petit-dejeuner/Pains et produits de boulangerie",par 100 g de portion comestible,231,1,"0,1","0,1","0,5",0,"44,6","0,3","43,9","3,5","9,1","2,1",0,"42,5",0,0,0,0,0,"0,15","0,07","0,18",0,"0,78","20,7","0,37",0,0,"0,27",140,840,1280,16,37,130,"1,7","1,2","1,2","2,7"
285,"Cabillaud, cru",Poisson/Poissons de mer,par 100 g de portion comestible,76,"0,4","0,1",0,"0,2",59,0,0,0,0,"18,1","0,1",0,"81,1",2,2,2,0,0,"0,05","0,05","0,14","1,4","2,1",11,n.i.,0,"1,8","0,7",410,53,n.i.,13,23,200,"0,2",160,"0,4",23
13350,"Cabillaud, filet, a la vapeur (sans adjonction de graisse ni de sel)",Poisson/Poissons de mer,par 100 g de portion comestible,72,"0,5","0,1",0,"0,2",74,0,0,0,0,17,"0,1",0,"82,6",2,2,2,0,0,"0,05","0,04","0,12","1,4","1,84","9,6",n.i.,0,2,"0,88",380,56,n.i.,16,24,210,"0,2",180,"0,5",26
282,Cacahuete,"Noix, graines et produits oleagineux",par 100 g de portion comestible,623,"49,1","8,4","25,5","12,9",0,"14,8","5,9",5,"8,6","26,1",0,0,"2,2",0,0,0,0,0,"0,6","0,43","0,02",0,12,"101,7","2,48",0,0,"5,54",710,18,7,65,160,380,"1,6",13,4,30
14092,"Cacahuete, grillee, salee",Snacks sales/Noix et graines salees,par 100 g de portion comestible,631,50,"8,6","24,7","12,4",0,15,"4,2","8,9",8,"26,2","1,3",0,"1,2",0,0,0,0,0,"0,14","0,07","0,43",0,"12,4","66,6","1,17",<0.5,0,"2,5",530,530,300,47,170,240,"1,2","5,7","2,9","4,8"
581,Cacao en poudre,Sucreries/Chocolat et produits chocolates;Boissons sans alcool/Boissons chocolatees,par 100 g de portion comestible,419,"24,5","14,4","8,2","0,8",0,"10,8","2,2","8,6","32,7","22,5",0,0,"5,1",7,3,0,40,40,"0,13","0,4","0,14",0,"2,7",38,"1,1",tr.,0,"0,68",1920,17,32,110,410,660,13,"2,8","5,7",n.i.
1186,"Cafe au lait (clair), non sucre",Lait et produits laitiers/Boissons lactees et yogourts a boire;Boissons sans alcool/Cafe,par 100 ml,22,"1,2","0,8","0,3","0,1",5,"1,6","1,4",0,"0,1",1,0,0,"96,1",14,14,13,6,6,"0,01","0,07","0,01","0,05","0,13","1,3","0,11","0,3",0,"0,04",65,13,30,42,"5,4",29,0,3,"0,1",n.i.
1185,"Cafe au lait (fonce), non sucre",Lait et produits laitiers/Boissons lactees et yogourts a boire;Boissons sans alcool/Cafe,par 100 ml,16,"0,9","0,5","0,2",0,3,"1,2",1,0,"0,1","0,7",0,0,"97,1",10,10,9,4,4,0,"0,05","0,01","0,03","0,13","0,9","0,08","0,2",0,"0,03",54,"9,2",21,32,"4,8",21,0,"2,1","0,1",n.i.
1187,"Cafe au lait, non sucre",Lait et produits laitiers/Boissons lactees et yogourts a boire;Boissons sans alcool/Cafe,par 100 ml,19,"1,1","0,7","0,3","0,1",4,"1,4","1,3",0,"0,1","0,9",0,0,"96,5",13,12,12,5,5,"0,01","0,06","0,01","0,04","0,13","1,2","0,1","0,3",0,"0,04",61,11,26,38,"5,1",26,0,"2,6","0,1",n.i.
1188,"Cafe creme, non sucre",Boissons sans alcool/Cafe,par 100 ml,13,"1,1","0,7","0,3","0,1",4,"0,5","0,3",0,"0,1","0,3",0,0,98,11,11,10,6,6,0,"0,01",0,"0,04","0,13","0,2","0,03","0,1",0,"0,02",35,"6,9","6,4",14,"3,7","8,7",0,"0,9",0,n.i.
983,"Cafe soluble, poudre",Boissons sans alcool/Cafe,par 100 g de portion comestible,253,0,0,0,0,0,"42,6","3,6","7,1","19,1","11,2","0,1",0,"3,5",0,0,0,0,0,"0,01","0,11","0,03",0,22,1,"0,4",0,0,0,4380,58,50,170,390,350,"4,4",20,"0,5",n.i.
994,"Cafe, noir, non sucre",Boissons sans alcool/Cafe,par 100 ml,2,0,0,0,0,0,"0,3",0,0,"0,1","0,1",0,0,"99,6",0,0,0,0,0,0,0,0,0,"0,13",0,0,0,0,0,26,"1,3","1,3",8,"3,3","2,1",0,"0,1",0,n.i.
877,Cake financier,"Sucreries/Gâteaux, tourtes et cakes",par 100 g de portion comestible,440,"26,1",8,"11,5","3,8",31,"38,5","29,9","8,3","3,3",11,"0,1",0,"22,4",101,98,94,44,44,"0,06","0,35","0,04","0,02","0,62","17,6","0,2","0,1","0,2","7,76",260,45,56,80,71,150,1,"1,9",1,"2,8"
898,Cake marbre,"Sucreries/Gâteaux, tourtes et cakes",par 100 g de portion comestible,356,"17,1","9,5","4,3","1,2",109,"42,6","19,7","22,7","1,3","7,4","0,2",0,32,152,147,143,57,57,"0,07","0,12","0,07","0,28","0,31","10,1","0,52","0,2","0,6","0,6",140,63,110,44,19,110,1,10,"0,8",n.i.
887,Cake tyrolien,"Sucreries/Gâteaux, tourtes et cakes",par 100 g de portion comestible,412,"23,1","10,3",9,"1,7",95,"41,4","20,4","20,1","2,5","8,3","0,1",0,"25,4",132,128,124,51,51,"0,11","0,11","0,11","0,25","0,42","16,2","0,61","0,3","0,5","2,2",250,55,100,54,40,130,"1,7","9,5","1,1",n.i.
764,"Calamar, cru",Poisson/Fruits de mer et crustaces,par 100 g de portion comestible,83,"1,1","0,2","0,1","0,3",150,"2,3",tr.,0,0,16,"0,4",0,"79,4",75,75,75,0,0,"0,02","0,2","0,06","1,3","2,2",13,tr.,5,tr.,"0,77",270,160,tr.,14,40,200,"0,6",20,"1,1",n.i.
10486,Calimocho (Vin rouge avec cola),Boissons alcoolisees/Autres boissons alcoolisees;Boissons sans alcool/Boissons sucrees,par 100 ml,55,0,0,0,0,0,"5,2","5,1",0,0,"0,1",0,"4,8",90,0,0,0,0,0,0,"0,01","0,01",0,"0,05",0,"0,05",0,0,0,58,7,10,"6,5",8,15,"0,5",6,"0,1",n.i.
619,"Camembert, a la creme",Lait et produits laitiers/Fromage a pâte molle,par 100 g de portion comestible,355,"31,7",19,"7,5","1,5",95,0,0,0,0,"17,1","1,2",0,"47,6",186,168,150,213,213,"0,02","0,71","0,14","1,94","1,1","75,2","0,51",tr.,"0,5","0,59",99,480,1030,350,16,260,"0,2","6,8","1,6",n.i.
614,"Camembert, gras",Lait et produits laitiers/Fromage a pâte molle,par 100 g de portion comestible,297,"23,7","14,2","5,6","1,1",71,0,0,0,0,"20,8","2,2",0,"52,1",235,218,202,195,195,"0,02","0,23","0,15","1,8","1,1",80,"0,8",tr.,"0,5","0,44",83,890,1170,370,19,260,"0,1",20,"2,2",n.i.
